id,surahs,ayahs,ayahs-translation,clean_translation,theme,emotion,sentiment
461,3,168,"(They are) the ones that say, (of their brethren slain), while they themselves sit (at ease): ""If only they had listened to us they would not have been slain."" Say: ""Avert death from your own selves, if ye speak the truth.""",they are the ones that say of their brethren slain while they themselves sit at ease if only they had listened to us they would not have been slain say avert death from your own selves if ye speak the truth,"Good vs Evil (Accountability), Moral and Righteous Living, Justice and Social Fairness, Prophets and Revelation","Shame, Regret, Distress, Remorse, Anguish, Frustration, Contempt, Hostility, Humiliation, Suffering, Grief, Courage, Trust, Fear, Ecstacy, Empaty, Envy, Rage, Disappointment, Anxiousness, Despair, Awe, Anger",Negative
462,3,169,"Think not of those who are slain in AllahLs way as dead. Nay, they live, finding their sustenance in the presence of their Lord;",think not of those who are slain in allahls way as dead nay they live finding their sustenance in the presence of their lord,"Moral and Righteous Living, Worship and Obedience, Tawhid (Oneness of God), Justice and Social Fairness","Courage, Contempt, Trust, Empaty, Contentment, Gratitude, Grace, Awe, Remorse, Fear, Pride, Hope",Negative
463,3,170,"They rejoice in the bounty provided by Allah: And with regard to those left behind, who have not yet joined them (in their bliss), the (Martyrs) glory in the fact that on them is no fear, nor have they (cause to) grieve.",they rejoice in the bounty provided by allah and with regard to those left behind who have not yet joined them in their bliss the martyrs glory in the fact that on them is no fear nor have they cause to grieve,"Tawhid (Oneness of God), Moral and Righteous Living","Joy, Awe, Gratitude, Ecstacy, Happiness, Grace, Pleasure, Affection, Pride, Love, Contentment, Empaty, Courage, Wonder, Hope, Trust",Positive
464,3,171,"They glory in the Grace and the bounty from Allah, and in the fact that Allah suffereth not the reward of the Faithful to be lost (in the least).",they glory in the grace and the bounty from allah and in the fact that allah suffereth not the reward of the faithful to be lost in the least,"Worship and Obedience, Moral and Righteous Living, Tawhid (Oneness of God), Creation and Signs","Grace, Gratitude, Joy, Awe, Pride, Hope, Trust, Contentment, Ecstacy, Affection, Courage, Wonder, Empaty, Happiness, Pleasure, Love",Positive
465,3,172,"Of those who answered the call of Allah and the Messenger, even after being wounded, those who do right and refrain from wrong have a great reward;-",of those who answered the call of allah and the messenger even after being wounded those who do right and refrain from wrong have a great reward,"Moral and Righteous Living, Worship and Obedience, Prophets and Revelation, Good vs Evil (Accountability), Justice and Social Fairness, Tawhid (Oneness of God)","Courage, Awe, Trust, Grace, Wonder, Gratitude",Positive
466,3,173,"Men said to them: ""A great army is gathering against you"": And frightened them: But it (only) increased their Faith: They said: ""For us Allah sufficeth, and He is the best disposer of affairs.""",men said to them a great army is gathering against you and frightened them but it only increased their faith they said for us allah sufficeth and he is the best disposer of affairs,"Worship and Obedience, Tawhid (Oneness of God), Moral and Righteous Living","Trust, Courage, Hope, Fear, Distress, Ecstacy, Awe, Grace, Anxiousness, Empaty, Pride, Wonder, Gratitude, Contentment",Positive
467,3,174,And they returned with Grace and bounty from Allah: no harm ever touched them: For they followed the good pleasure of Allah: And Allah is the Lord of bounties unbounded.,and they returned with grace and bounty from allah no harm ever touched them for they followed the good pleasure of allah and allah is the lord of bounties unbounded,"Worship and Obedience, Moral and Righteous Living, Tawhid (Oneness of God), Justice and Social Fairness, Creation and Signs, Prophets and Revelation","Grace, Pleasure, Gratitude, Trust, Courage, Affection, Awe, Wonder, Joy, Contentment, Ecstacy, Hope, Empaty, Love, Happiness, Pride, Desire",Positive
468,3,175,"It is only the Evil One that suggests to you the fear of his votaries: Be ye not afraid of them, but fear Me, if ye have Faith.",it is only the evil one that suggests to you the fear of his votaries be ye not afraid of them but fear me if ye have faith,"Prophets and Revelation, Worship and Obedience, Good vs Evil (Accountability)","Fear, Trust, Anguish, Contempt, Hostility, Distress",Negative
469,3,176,"Let not those grieve thee who rush headlong into Unbelief: Not the least harm will they do to Allah: AllahLs plan is that He will give them no portion in the Hereafter, but a severe punishment.",let not those grieve thee who rush headlong into unbelief not the least harm will they do to allah allahls plan is that he will give them no portion in the hereafter but a severe punishment,"Afterlife and Judgment, Tawhid (Oneness of God), Good vs Evil (Accountability), Creation and Signs, Prophets and Revelation","Grief, Suffering, Contempt, Distress, Hostility, Regret, Fear, Despair",Negative
470,3,177,"Those who purchase Unbelief at the price of faith,- not the least harm will they do to Allah, but they will have a grievous punishment.",those who purchase unbelief at the price of faith not the least harm will they do to allah but they will have a grievous punishment,"Good vs Evil (Accountability), Tawhid (Oneness of God)","Suffering, Anguish, Trust, Contempt, Hostility, Awe",Negative
471,3,178,Let not the Unbelievers think that our respite to them is good for themselves: We grant them respite that they may grow in their iniquity: But they will have a shameful punishment.,let not the unbelievers think that our respite to them is good for themselves we grant them respite that they may grow in their iniquity but they will have a shameful punishment,"Good vs Evil (Accountability), Creation and Signs","Shame, Remorse, Contempt, Distress, Humiliation, Regret, Fear, Hostility, Trust, Frustration, Ecstacy, Anguish, Suffering, Envy, Despair, Disappointment, Awe, Anxiousness, Empaty",Negative
472,3,179,"Allah will not leave the believers in the state in which ye are now, until He separates what is evil from what is good nor will He disclose to you the secrets of the Unseen. But He chooses of His Messengers (For the purpose) whom He pleases. So believe in Allah. And His messengers: And if ye believe and do right, ye have a reward without measure.",allah will not leave the believers in the state in which ye are now until he separates what is evil from what is good nor will he disclose to you the secrets of the unseen but he chooses of his messengers for the purpose whom he pleases so believe in allah and his messengers and if ye believe and do right ye have a reward without measure,"Moral and Righteous Living, Worship and Obedience, Tawhid (Oneness of God), Good vs Evil (Accountability), Justice and Social Fairness","Trust, Courage, Grace, Awe, Hope, Empaty, Affection, Ecstacy, Wonder, Distress",Positive
473,3,180,"And let not those who covetously withhold of the gifts which Allah Hath given them of His Grace, think that it is good for them: Nay, it will be the worse for them: soon shall the things which they covetously withheld be tied to their necks Like a twisted collar, on the Day of Judgment. To Allah belongs the heritage of the heavens and the earth; and Allah is well-acquainted with all that ye do.",and let not those who covetously withhold of the gifts which allah hath given them of his grace think that it is good for them nay it will be the worse for them soon shall the things which they covetously withheld be tied to their necks like a twisted collar on the day of judgment to allah belongs the heritage of the heavens and the earth and allah is wellacquainted with all that ye do,"Afterlife and Judgment, Moral and Righteous Living, Good vs Evil (Accountability), Tawhid (Oneness of God), Worship and Obedience, Creation and Signs, Prophets and Revelation, Justice and Social Fairness","Grace, Envy, Contempt, Distress, Shame, Trust, Gratitude, Hostility, Regret, Awe, Affection, Courage, Anguish, Remorse, Suffering, Empaty, Fear, Anxiousness, Ecstacy, Grief, Wonder",Negative
